,Facility Name,City,State,HCAHPS Answer Description,County Name,HCAHPS Answer Percent,Number of Completed Surveys,StateDesc,CityName,PopulationCount,Data_Value,CityFIPS
961,MIAMI VA MEDICAL CENTER,miami,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",MIAMI-DADE,19,389,FL,miami,399457.0,15.050495049504955,1245000.0
962,MIAMI VA MEDICAL CENTER,miami,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",MIAMI-DADE,74,389,FL,miami,399457.0,15.050495049504955,1245000.0
963,NICKLAUS CHILDREN'S HOSPITAL,miami,FL,"Patients who gave a rating of ""6"" or lower (low)",MIAMI-DADE,0,0,FL,miami,399457.0,15.050495049504955,1245000.0
964,NICKLAUS CHILDREN'S HOSPITAL,miami,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",MIAMI-DADE,0,0,FL,miami,399457.0,15.050495049504955,1245000.0
965,NICKLAUS CHILDREN'S HOSPITAL,miami,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",MIAMI-DADE,0,0,FL,miami,399457.0,15.050495049504955,1245000.0
966,NORTH SHORE MEDICAL CENTER,miami,FL,"Patients who gave a rating of ""6"" or lower (low)",MIAMI-DADE,13,1414,FL,miami,399457.0,15.050495049504955,1245000.0
967,NORTH SHORE MEDICAL CENTER,miami,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",MIAMI-DADE,23,1414,FL,miami,399457.0,15.050495049504955,1245000.0
968,NORTH SHORE MEDICAL CENTER,miami,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",MIAMI-DADE,64,1414,FL,miami,399457.0,15.050495049504955,1245000.0
969,WEST KENDALL BAPTIST HOSPITAL,miami,FL,"Patients who gave a rating of ""6"" or lower (low)",MIAMI-DADE,8,567,FL,miami,399457.0,15.050495049504955,1245000.0
970,WEST KENDALL BAPTIST HOSPITAL,miami,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",MIAMI-DADE,17,567,FL,miami,399457.0,15.050495049504955,1245000.0
971,WEST KENDALL BAPTIST HOSPITAL,miami,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",MIAMI-DADE,75,567,FL,miami,399457.0,15.050495049504955,1245000.0
972,WESTCHESTER GENERAL HOSPITAL,miami,FL,"Patients who gave a rating of ""6"" or lower (low)",MIAMI-DADE,16,29,FL,miami,399457.0,15.050495049504955,1245000.0
973,WESTCHESTER GENERAL HOSPITAL,miami,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",MIAMI-DADE,26,29,FL,miami,399457.0,15.050495049504955,1245000.0
974,WESTCHESTER GENERAL HOSPITAL,miami,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",MIAMI-DADE,58,29,FL,miami,399457.0,15.050495049504955,1245000.0
975,BAPTIST MEDICAL CENTER EAST,montgomery,AL,"Patients who gave a rating of ""6"" or lower (low)",MONTGOMERY,5,612,AL,montgomery,205764.0,16.39666666666667,151000.0
976,BAPTIST MEDICAL CENTER EAST,montgomery,AL,"Patients who gave a rating of ""7"" or ""8"" (medium)",MONTGOMERY,20,612,AL,montgomery,205764.0,16.39666666666667,151000.0
977,BAPTIST MEDICAL CENTER EAST,montgomery,AL,"Patients who gave a rating of ""9"" or ""10"" (high)",MONTGOMERY,75,612,AL,montgomery,205764.0,16.39666666666667,151000.0
978,BAPTIST MEDICAL CENTER SOUTH,montgomery,AL,"Patients who gave a rating of ""6"" or lower (low)",MONTGOMERY,6,981,AL,montgomery,205764.0,16.39666666666667,151000.0
979,BAPTIST MEDICAL CENTER SOUTH,montgomery,AL,"Patients who gave a rating of ""7"" or ""8"" (medium)",MONTGOMERY,21,981,AL,montgomery,205764.0,16.39666666666667,151000.0
980,BAPTIST MEDICAL CENTER SOUTH,montgomery,AL,"Patients who gave a rating of ""9"" or ""10"" (high)",MONTGOMERY,73,981,AL,montgomery,205764.0,16.39666666666667,151000.0
981,JACKSON HOSPITAL & CLINIC INC,montgomery,AL,"Patients who gave a rating of ""6"" or lower (low)",MONTGOMERY,7,1436,AL,montgomery,205764.0,16.39666666666667,151000.0
982,JACKSON HOSPITAL & CLINIC INC,montgomery,AL,"Patients who gave a rating of ""7"" or ""8"" (medium)",MONTGOMERY,19,1436,AL,montgomery,205764.0,16.39666666666667,151000.0
983,JACKSON HOSPITAL & CLINIC INC,montgomery,AL,"Patients who gave a rating of ""9"" or ""10"" (high)",MONTGOMERY,74,1436,AL,montgomery,205764.0,16.39666666666667,151000.0
984,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,montgomery,AL,"Patients who gave a rating of ""6"" or lower (low)",MONTGOMERY,8,125,AL,montgomery,205764.0,16.39666666666667,151000.0
985,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,montgomery,AL,"Patients who gave a rating of ""7"" or ""8"" (medium)",MONTGOMERY,18,125,AL,montgomery,205764.0,16.39666666666667,151000.0
986,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,montgomery,AL,"Patients who gave a rating of ""9"" or ""10"" (high)",MONTGOMERY,74,125,AL,montgomery,205764.0,16.39666666666667,151000.0
987,BAPTIST MEMORIAL HOSPITAL,memphis,TN,"Patients who gave a rating of ""6"" or lower (low)",SHELBY,11,1810,TN,memphis,646889.0,16.505056179775277,4748000.0
988,BAPTIST MEMORIAL HOSPITAL,memphis,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",SHELBY,20,1810,TN,memphis,646889.0,16.505056179775277,4748000.0
989,BAPTIST MEMORIAL HOSPITAL,memphis,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",SHELBY,69,1810,TN,memphis,646889.0,16.505056179775277,4748000.0
990,DELTA SPECIALTY HOSPITAL,memphis,TN,"Patients who gave a rating of ""6"" or lower (low)",SHELBY,0,0,TN,memphis,646889.0,16.505056179775277,4748000.0
991,DELTA SPECIALTY HOSPITAL,memphis,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",SHELBY,0,0,TN,memphis,646889.0,16.505056179775277,4748000.0
992,DELTA SPECIALTY HOSPITAL,memphis,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",SHELBY,0,0,TN,memphis,646889.0,16.505056179775277,4748000.0
993,MEMPHIS VA MEDICAL CENTER,memphis,TN,"Patients who gave a rating of ""6"" or lower (low)",SHELBY,18,364,TN,memphis,646889.0,16.505056179775277,4748000.0
994,MEMPHIS VA MEDICAL CENTER,memphis,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",SHELBY,31,364,TN,memphis,646889.0,16.505056179775277,4748000.0
995,MEMPHIS VA MEDICAL CENTER,memphis,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",SHELBY,51,364,TN,memphis,646889.0,16.505056179775277,4748000.0
996,METHODIST HEALTHCARE MEMPHIS HOSPITALS,memphis,TN,"Patients who gave a rating of ""6"" or lower (low)",SHELBY,6,4359,TN,memphis,646889.0,16.505056179775277,4748000.0
997,METHODIST HEALTHCARE MEMPHIS HOSPITALS,memphis,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",SHELBY,19,4359,TN,memphis,646889.0,16.505056179775277,4748000.0
998,METHODIST HEALTHCARE MEMPHIS HOSPITALS,memphis,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",SHELBY,75,4359,TN,memphis,646889.0,16.505056179775277,4748000.0
999,REGIONAL ONE HEALTH,memphis,TN,"Patients who gave a rating of ""6"" or lower (low)",SHELBY,18,309,TN,memphis,646889.0,16.505056179775277,4748000.0
1000,REGIONAL ONE HEALTH,memphis,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",SHELBY,15,309,TN,memphis,646889.0,16.505056179775277,4748000.0
1001,REGIONAL ONE HEALTH,memphis,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",SHELBY,67,309,TN,memphis,646889.0,16.505056179775277,4748000.0
1002,ST FRANCIS HOSPITAL,memphis,TN,"Patients who gave a rating of ""6"" or lower (low)",SHELBY,13,952,TN,memphis,646889.0,16.505056179775277,4748000.0
1003,ST FRANCIS HOSPITAL,memphis,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",SHELBY,23,952,TN,memphis,646889.0,16.505056179775277,4748000.0
1004,ST FRANCIS HOSPITAL,memphis,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",SHELBY,64,952,TN,memphis,646889.0,16.505056179775277,4748000.0
1005,ST JUDE CHILDRENS RESEARCH HOSPITAL,memphis,TN,"Patients who gave a rating of ""6"" or lower (low)",SHELBY,0,0,TN,memphis,646889.0,16.505056179775277,4748000.0
1006,ST JUDE CHILDRENS RESEARCH HOSPITAL,memphis,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",SHELBY,0,0,TN,memphis,646889.0,16.505056179775277,4748000.0
1007,ST JUDE CHILDRENS RESEARCH HOSPITAL,memphis,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",SHELBY,0,0,TN,memphis,646889.0,16.505056179775277,4748000.0
1008,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",jonesboro,AR,"Patients who gave a rating of ""6"" or lower (low)",CRAIGHEAD,5,756,AR,jonesboro,67263.0,15.87142857142857,535710.0
1009,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",jonesboro,AR,"Patients who gave a rating of ""7"" or ""8"" (medium)",CRAIGHEAD,18,756,AR,jonesboro,67263.0,15.87142857142857,535710.0
1010,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",jonesboro,AR,"Patients who gave a rating of ""9"" or ""10"" (high)",CRAIGHEAD,77,756,AR,jonesboro,67263.0,15.87142857142857,535710.0
1011,ST BERNARDS MEDICAL CENTER,jonesboro,AR,"Patients who gave a rating of ""6"" or lower (low)",CRAIGHEAD,7,2172,AR,jonesboro,67263.0,15.87142857142857,535710.0
1012,ST BERNARDS MEDICAL CENTER,jonesboro,AR,"Patients who gave a rating of ""7"" or ""8"" (medium)",CRAIGHEAD,21,2172,AR,jonesboro,67263.0,15.87142857142857,535710.0
1013,ST BERNARDS MEDICAL CENTER,jonesboro,AR,"Patients who gave a rating of ""9"" or ""10"" (high)",CRAIGHEAD,72,2172,AR,jonesboro,67263.0,15.87142857142857,535710.0
1014,BAPTIST ST ANTHONY'S HOSPITAL,amarillo,TX,"Patients who gave a rating of ""6"" or lower (low)",POTTER,5,709,TX,amarillo,190695.0,14.60909090909091,4803000.0
1015,BAPTIST ST ANTHONY'S HOSPITAL,amarillo,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",POTTER,16,709,TX,amarillo,190695.0,14.60909090909091,4803000.0
1016,BAPTIST ST ANTHONY'S HOSPITAL,amarillo,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",POTTER,79,709,TX,amarillo,190695.0,14.60909090909091,4803000.0
1017,NORTHWEST TEXAS HOSPITAL,amarillo,TX,"Patients who gave a rating of ""6"" or lower (low)",POTTER,9,1434,TX,amarillo,190695.0,14.60909090909091,4803000.0
1018,NORTHWEST TEXAS HOSPITAL,amarillo,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",POTTER,20,1434,TX,amarillo,190695.0,14.60909090909091,4803000.0
1019,NORTHWEST TEXAS HOSPITAL,amarillo,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",POTTER,71,1434,TX,amarillo,190695.0,14.60909090909091,4803000.0
1020,QUAIL CREEK SURGICAL HOSPITAL,amarillo,TX,"Patients who gave a rating of ""6"" or lower (low)",POTTER,3,904,TX,amarillo,190695.0,14.60909090909091,4803000.0
1021,QUAIL CREEK SURGICAL HOSPITAL,amarillo,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",POTTER,9,904,TX,amarillo,190695.0,14.60909090909091,4803000.0
1022,QUAIL CREEK SURGICAL HOSPITAL,amarillo,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",POTTER,88,904,TX,amarillo,190695.0,14.60909090909091,4803000.0
1023,VA AMARILLO HEALTHCARE SYSTEM,amarillo,TX,"Patients who gave a rating of ""6"" or lower (low)",POTTER,7,365,TX,amarillo,190695.0,14.60909090909091,4803000.0
1024,VA AMARILLO HEALTHCARE SYSTEM,amarillo,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",POTTER,14,365,TX,amarillo,190695.0,14.60909090909091,4803000.0
1025,VA AMARILLO HEALTHCARE SYSTEM,amarillo,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",POTTER,79,365,TX,amarillo,190695.0,14.60909090909091,4803000.0
1026,BATON ROUGE GENERAL MEDICAL CENTER,baton rouge,LA,"Patients who gave a rating of ""6"" or lower (low)",E. BATON ROUGE,7,2506,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1027,BATON ROUGE GENERAL MEDICAL CENTER,baton rouge,LA,"Patients who gave a rating of ""7"" or ""8"" (medium)",E. BATON ROUGE,15,2506,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1028,BATON ROUGE GENERAL MEDICAL CENTER,baton rouge,LA,"Patients who gave a rating of ""9"" or ""10"" (high)",E. BATON ROUGE,78,2506,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1029,OCHSNER MEDICAL CENTER - BATON ROUGE,baton rouge,LA,"Patients who gave a rating of ""6"" or lower (low)",E. BATON ROUGE,11,561,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1030,OCHSNER MEDICAL CENTER - BATON ROUGE,baton rouge,LA,"Patients who gave a rating of ""7"" or ""8"" (medium)",E. BATON ROUGE,23,561,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1031,OCHSNER MEDICAL CENTER - BATON ROUGE,baton rouge,LA,"Patients who gave a rating of ""9"" or ""10"" (high)",E. BATON ROUGE,66,561,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1032,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,baton rouge,LA,"Patients who gave a rating of ""6"" or lower (low)",E. BATON ROUGE,8,2138,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1033,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,baton rouge,LA,"Patients who gave a rating of ""7"" or ""8"" (medium)",E. BATON ROUGE,18,2138,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1034,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,baton rouge,LA,"Patients who gave a rating of ""9"" or ""10"" (high)",E. BATON ROUGE,74,2138,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1035,SURGICAL SPECIALTY CENTER OF BATON ROUGE,baton rouge,LA,"Patients who gave a rating of ""6"" or lower (low)",E. BATON ROUGE,4,340,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1036,SURGICAL SPECIALTY CENTER OF BATON ROUGE,baton rouge,LA,"Patients who gave a rating of ""7"" or ""8"" (medium)",E. BATON ROUGE,8,340,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1037,SURGICAL SPECIALTY CENTER OF BATON ROUGE,baton rouge,LA,"Patients who gave a rating of ""9"" or ""10"" (high)",E. BATON ROUGE,88,340,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1038,THE SPINE HOSPITAL OF LOUISIANA,baton rouge,LA,"Patients who gave a rating of ""6"" or lower (low)",E. BATON ROUGE,4,517,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1039,THE SPINE HOSPITAL OF LOUISIANA,baton rouge,LA,"Patients who gave a rating of ""7"" or ""8"" (medium)",E. BATON ROUGE,10,517,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1040,THE SPINE HOSPITAL OF LOUISIANA,baton rouge,LA,"Patients who gave a rating of ""9"" or ""10"" (high)",E. BATON ROUGE,86,517,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1041,WOMANS HOSPITAL,baton rouge,LA,"Patients who gave a rating of ""6"" or lower (low)",E. BATON ROUGE,6,525,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1042,WOMANS HOSPITAL,baton rouge,LA,"Patients who gave a rating of ""7"" or ""8"" (medium)",E. BATON ROUGE,10,525,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1043,WOMANS HOSPITAL,baton rouge,LA,"Patients who gave a rating of ""9"" or ""10"" (high)",E. BATON ROUGE,84,525,LA,baton rouge,229493.0,17.35312499999999,2205000.0
1044,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,frisco,TX,"Patients who gave a rating of ""6"" or lower (low)",COLLIN,9,377,TX,frisco,116989.0,9.957575757575757,4827684.0
1045,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,frisco,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",COLLIN,18,377,TX,frisco,116989.0,9.957575757575757,4827684.0
1046,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,frisco,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",COLLIN,73,377,TX,frisco,116989.0,9.957575757575757,4827684.0
1047,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,frisco,TX,"Patients who gave a rating of ""6"" or lower (low)",DENTON,3,286,TX,frisco,116989.0,9.957575757575757,4827684.0
1048,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,frisco,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",DENTON,15,286,TX,frisco,116989.0,9.957575757575757,4827684.0
1049,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,frisco,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",DENTON,82,286,TX,frisco,116989.0,9.957575757575757,4827684.0
1050,BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,fort worth,TX,"Patients who gave a rating of ""6"" or lower (low)",TARRANT,10,1427,TX,fort worth,741206.0,14.750625000000003,4827000.0
1051,BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,fort worth,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",TARRANT,18,1427,TX,fort worth,741206.0,14.750625000000003,4827000.0
1052,BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,fort worth,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",TARRANT,72,1427,TX,fort worth,741206.0,14.750625000000003,4827000.0
1053,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,fort worth,TX,"Patients who gave a rating of ""6"" or lower (low)",TARRANT,3,401,TX,fort worth,741206.0,14.750625000000003,4827000.0
1054,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,fort worth,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",TARRANT,8,401,TX,fort worth,741206.0,14.750625000000003,4827000.0
1055,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,fort worth,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",TARRANT,89,401,TX,fort worth,741206.0,14.750625000000003,4827000.0
1056,COOK CHILDRENS MEDICAL CENTER,fort worth,TX,"Patients who gave a rating of ""6"" or lower (low)",TARRANT,0,0,TX,fort worth,741206.0,14.750625000000003,4827000.0
1057,COOK CHILDRENS MEDICAL CENTER,fort worth,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",TARRANT,0,0,TX,fort worth,741206.0,14.750625000000003,4827000.0
1058,COOK CHILDRENS MEDICAL CENTER,fort worth,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",TARRANT,0,0,TX,fort worth,741206.0,14.750625000000003,4827000.0
1059,JPS HEALTH NETWORK,fort worth,TX,"Patients who gave a rating of ""6"" or lower (low)",TARRANT,9,3135,TX,fort worth,741206.0,14.750625000000003,4827000.0
1060,JPS HEALTH NETWORK,fort worth,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",TARRANT,20,3135,TX,fort worth,741206.0,14.750625000000003,4827000.0
1061,JPS HEALTH NETWORK,fort worth,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",TARRANT,71,3135,TX,fort worth,741206.0,14.750625000000003,4827000.0
1062,MEDICAL CITY ALLIANCE,fort worth,TX,"Patients who gave a rating of ""6"" or lower (low)",TARRANT,7,509,TX,fort worth,741206.0,14.750625000000003,4827000.0
1063,MEDICAL CITY ALLIANCE,fort worth,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",TARRANT,13,509,TX,fort worth,741206.0,14.750625000000003,4827000.0
1064,MEDICAL CITY ALLIANCE,fort worth,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",TARRANT,80,509,TX,fort worth,741206.0,14.750625000000003,4827000.0
1065,MEDICAL CITY FORT WORTH,fort worth,TX,"Patients who gave a rating of ""6"" or lower (low)",TARRANT,8,973,TX,fort worth,741206.0,14.750625000000003,4827000.0
1066,MEDICAL CITY FORT WORTH,fort worth,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",TARRANT,16,973,TX,fort worth,741206.0,14.750625000000003,4827000.0
1067,MEDICAL CITY FORT WORTH,fort worth,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",TARRANT,76,973,TX,fort worth,741206.0,14.750625000000003,4827000.0
1068,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,fort worth,TX,"Patients who gave a rating of ""6"" or lower (low)",TARRANT,5,430,TX,fort worth,741206.0,14.750625000000003,4827000.0
1069,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,fort worth,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",TARRANT,17,430,TX,fort worth,741206.0,14.750625000000003,4827000.0
1070,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,fort worth,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",TARRANT,78,430,TX,fort worth,741206.0,14.750625000000003,4827000.0
1071,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,fort worth,TX,"Patients who gave a rating of ""6"" or lower (low)",TARRANT,9,1505,TX,fort worth,741206.0,14.750625000000003,4827000.0
1072,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,fort worth,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",TARRANT,19,1505,TX,fort worth,741206.0,14.750625000000003,4827000.0
1073,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,fort worth,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",TARRANT,72,1505,TX,fort worth,741206.0,14.750625000000003,4827000.0
1074,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,fort worth,TX,"Patients who gave a rating of ""6"" or lower (low)",TARRANT,6,861,TX,fort worth,741206.0,14.750625000000003,4827000.0
1075,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,fort worth,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",TARRANT,13,861,TX,fort worth,741206.0,14.750625000000003,4827000.0
1076,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,fort worth,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",TARRANT,81,861,TX,fort worth,741206.0,14.750625000000003,4827000.0
1077,WISE HEALTH SYSTEM,fort worth,TX,"Patients who gave a rating of ""6"" or lower (low)",TARRANT,3,122,TX,fort worth,741206.0,14.750625000000003,4827000.0
1078,WISE HEALTH SYSTEM,fort worth,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",TARRANT,15,122,TX,fort worth,741206.0,14.750625000000003,4827000.0
1079,WISE HEALTH SYSTEM,fort worth,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",TARRANT,82,122,TX,fort worth,741206.0,14.750625000000003,4827000.0
1080,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,dallas,TX,"Patients who gave a rating of ""6"" or lower (low)",DALLAS,3,631,TX,dallas,1197816.0,14.298355263157891,4819000.0
